	author	comment
549	MUHARREM SEKMEN	ZAMAN UZYAYIN DIŞINDA BULUNUR.
550	MUHARREM SEKMEN	BİLGİ RUH OLUYOR. RUH ARANIYOR.
551	David R	I can watch this angel sing all day!!!
552	MUHARREM SEKMEN	SÜREÇ TE HERHANGİ BİR ANDA HERŞEY. BİLİNİR. BU BİLİNEN VARLIK BİLGİSİDİR.
553	MUHARREM SEKMEN	ZAMANSIZLIK BOŞLUK NOKTASIDIR.
554	MUHARREM SEKMEN	ZAMAN AÇIK BOŞLUKTA BULUNUR.
555	MUHARREM SEKMEN	MEKAN DOLULUK DÜŞÜNÜLÜR. DOLULUK ÇOKLU DÜŞÜNÜLÜR. BU ZAMAN SIZLIK AN SIZLIKTIR.
556	Uriel HerRan	I listened this song three years ago and i loved It. I can't stop to listen it yet.
557	Виктор Абакумов	ЭТО РЕБЯТА ШЕДЕВР НА МНОГИЕ ЛЕТА. Я КОГДА УСЛЫШАЛ У МЕНЯ ПРОСТО ТЕКЛИ СЛЕЗЫ Я ДОСИХ ПОР ВОСХИЩАЮСЬ ГРЕТОЙ. БРАВО.... СУПЕР.... НО.,...ЕСТЬ МАЛЕНЬКОЕ НО ЭТО НАША РОЗА РЫМБАЕВА ТОЖЕ СЛОВА ГОЛОС ПИПЕЦ МНЕ 56 А СЛЕЗЫ ТАК И ТЕКУТ. КАК И В 80- ГОДА
558	MUHARREM SEKMEN	DİĞERİNİN MANTIĞININ DIŞINA ÇIKIYORSUN. MANTIKDIŞI DİYORSUN. SANA GÖRE DURUM. MANTIKLI.
559	Kristen Lee	"I didn’t know this. But you can see it in her eyes. Nobody really knows the pent-up feelings behind the words of this song, ""Winner Takes All"", which this ABBA vocalist recorded with her resplendent soprano voice, endlessly dazzling millions of fans; but behind this moving song hid the melancholy and broken heart of Agnetha Fältskog for her separation from Björn Ulvaeus, whom she met shortly before forming the group ABBA, along with Benny Anderson and Anna Frida Lyngstad, who in turn also they had married; Agnetha felt deep in her heart the sadness of the breakup, and in her voice no one guessed that she was torn by her sentimental tragedy, and yet she had the character and poise to sing this moving song."
560	MUHARREM SEKMEN	IŞIK ZAMANDAN YANAOLACAK.
561	Изя Шнобельман	Ура! Они вернулись. На радость нам и всем людям.
562	MUHARREM SEKMEN	BU İŞTE BİR AYARSIZLIK VAR.
563	MUHARREM SEKMEN	TAM YAKIN BİR NOKTA DA FARK SONSUZ DERECE VAR DEĞİLDİR.
564	MUHARREM SEKMEN	ÖZNELER BİRBİRİNDEN UZAKLAŞTIKÇA KÜÇÜLEBİLİR. SIFIR UZAYI KASTİM BU.
565	MUHARREM SEKMEN	IŞIK HAFIZA OLUYOR.
566	Christian S	What a voice, eternal
567	MUHARREM SEKMEN	MADDE DOLULUK ÖZELLİĞİ GÖSTERİR.
568	JobsItStudy	Wonder Full!!!!!!!!!! ABBA......... just like Sohyang !!!!!!!
569	MUHARREM SEKMEN	YANILSAYICI BİLGİDİR.
570	MUHARREM SEKMEN	MADDE NESNEDİR. ÖZNE NESNE İLŞKİSİ KATİYEN DÜŞÜNÜLEMEZ.
571	Jordan D	Прекрасная женщина с божественным голосом!
572	MUHARREM SEKMEN	ÇOCUKLARI SEVİYORUM.
573	MUHARREM SEKMEN	DÜŞÜNCE BAŞKASINDADA BULUNABİLİR.
574	MUHARREM SEKMEN	KAYIP İKİ TANRININ BİRBİRLERİNİ ARAYIŞIDIR HEP.
575	Marianna Nani	❤️❤️❤️❤️💔❤️
576	Gaukhar	Ностальгия! Шедевр!💓☀️🎸🎶
577	MUHARREM SEKMEN	KARAR DEĞİŞYOR. UZAY AÇIKMADDE . OLUYOR. UZAY AÇIK BOŞLUK OLMUYOR.
578	MUHARREM SEKMEN	HAYAT KARŞILIKLI ALINIR.
579	MUHARREM SEKMEN	CEHALET DEĞİŞKEN KESTİRİLEMEZ OLASILIKTA HAREKETEDER. BİLGE KESTİRİLİR.
580	MUHARREM SEKMEN	SIFIR ANI AZALAN ARTAN BİR DEĞİŞİMDE DEĞİLDİR.
581	Nayara McLymont	Beautiful music! 👏👏👏
582	MUHARREM SEKMEN	GERÇEK SOMUTTUR.
583	MUHARREM SEKMEN	İNSAN YAKINDAN ALGILAR. UZAKTA SANIR. KONUM SÜREKLİ DEĞİŞMİ YANILTIR.
584	MUHARREM SEKMEN	ZAMANA İNANÇ OLUNUR. ZAMAN.
585	MUHARREM SEKMEN	ÖZNEYİ DIŞSAL BİR GEOMETRİDE GÖSTERMEK İMKANSIZDIR.
586	maria Queiroz	Amo essa música, dancei muito na minha juventude .
587	Sessizliyim	Abba the Winner Takes lt All
588	MUHARREM SEKMEN	SÜREÇ BİR DÜŞÜNÜLÜR. BİR TEK DÜŞÜNÜLÜR. HATALI KAVRAMLA DÜŞÜNME HATA ÜRETÜR.
589	MUHARREM SEKMEN	FAZLA ABARTMA OLABİLİRDE.
590	MUHARREM SEKMEN	SINIRSIZLIK ALGISI DEĞİŞİR. SINIRLAR DEĞİŞTİKÇE BU DEĞİŞİR.
591	Faress El Farissi	A really stunning, amazing performance ❤️ music was so touchy
592	MUHARREM SEKMEN	DİLDE HER TÜRLÜ OLUMSUZLUK ÇELİŞKİDİR. OLUMSUZLUK ÇELİŞKİDİR.
593	MUHARREM SEKMEN	RUH İLİŞKİYLEDE İLİŞKİLİ DÜŞÜNÜLMEZ.
594	MUHARREM SEKMEN	TEMAS NOKTASINDA TEMASSIZLIK SONSUZ DERECE YOKTUR.
595	esha handayani sman1 karawang jawa barat	since my father he passed away good d i like this sings tje winner takes it all...
596	HELENA Andrade	Amo esta canção.
597	MUHARREM SEKMEN	DEĞİLGENDEN YOLA ÇIKARAK DAHA DEĞİŞGENE VARILIR.
598	MUHARREM SEKMEN	YÜZEYDE AÇIKLIK SIFIRDIR. BU TEMAS TİR.
599	MUHARREM SEKMEN	BELKİ BU AÇIK NOKTA SAÇMALIKOLMAYABİLİR. AMA MUAMMADIR.
600	MUHARREM SEKMEN	BİGİ ZANANI BAŞKA OLUYOR. BİLGİ ÖZNEL ZAMAN OLUYOR.
601	MUHARREM SEKMEN	GERÇEĞİ BAŞKALARIDA BİLİYOR. BAŞKALARI NE BİLİYOR BİLMİYORUM. BEN BAŞKALARINI BİLMİYORUM.
602	MUHARREM SEKMEN	HERKESDEDİR. VE TEKTİR. İÇE DOĞRU BOYUTSUZLUKTUR. SIFIR BOYUTUDUR.
603	MUHARREM SEKMEN	ZAMANSIZLIK BOŞ BOŞLUK NOKTASIDIR.
604	MUHARREM SEKMEN	HAREKETLE İLŞKİSİ HERŞEY ÖZNEDİR.
605	Руфат Умидов	У нас этот альбом(1980) был записан на катушке,до сих пор как услышу эту музыку - советское детство вспоминаю!
606	knights of ren	This is very hurting if you really understand the lyrics.
607	Lyubov Kharchenko	АВВА Это слиток золота который никогда не гаснет
608	MUHARREM SEKMEN	GERÇEKTE ORTA TAM ZORUNLUDUR.
609	MUHARREM SEKMEN	SÜREÇ MAKSİMUM TAM DEĞİŞGEN AKAR.
610	Sassy Panther	Sometimes I listen to this song and feel a great sadness, but then I think about the things around me and I am reminded that it’s Saul good man.
611	MUHARREM SEKMEN	SÜREÇTE SINIR BULUNMAZ. ZAMAN. ZAMAN SINIRSIZ SÜREÇTİR.
612	MUHARREM SEKMEN	IŞIK ZAMANSIZ İLERLER.
613	MUHARREM SEKMEN	İNSAN ALGILADIĞINI UZAKTA SANIR.
614	MUHARREM SEKMEN	GERÇEKTE SEN BELİRLEDİKLERİNİ GÖRMEK İSTİYORSUN.
615	Earnest Faust	Agnetha’s husband (one next to her playing the guitar) wrote this song after their divorce. I heard Rick Astley sang this song in tiktok and i realized the beauty of the lyrics. I did not know at that time that it was ABBA who sang this first. One of my favorite songs!
616	MUHARREM SEKMEN	KAOS YOKLUKTA OLUNCAYA KADAR SÜREKLİ DEVAMEDECEK
617	MUHARREM SEKMEN	KENDİM BİLİNİR BİRŞEY DEĞİLİM. BİLİNİR OLAN ZAMANLA İLİŞKİLENDİRİLİR. KENDİM ZAMAN SIZIM. KENDİM BİLİNÇSİZLİK DURUMU YUM. BU DÜŞÜNCEDİR.
618	Forever Chris	Breakup song of their own divorce. How sad. So, who's the winner and the loser?
619	MUHARREM SEKMEN	SEN BENİ HEP BELİRLEDİN.
620	Tim Barton	It's such a sad yet beautiful song. I really love this one! Looking forward to Voyage!
621	MUHARREM SEKMEN	MUTLAKTA KAOS OLMAZ.
622	MUHARREM SEKMEN	BURADAYIM MERKEZE DOĞRU.
623	MUHARREM SEKMEN	IŞIK BİLGİDİR.
624	MUHARREM SEKMEN	GERÇEKTE SÜREÇ YALAN. SÜREÇ İNSANİ BİR OLGU. BENİM İÇİN.
625	Raimunda Silva	Saudades dos meus 13 anos. Hj eu co 54 anos. Tempos bons que não volta mais .
626	MUHARREM SEKMEN	AÇIK NOKTA UZAYI HİÇ KAPALI DEĞİL DEMEK ALGIDA HATAYA YOLAÇAR. HİÇ KELİMESİ SINIRLAYICI ALGI ÜRETİR.
627	MUHARREM SEKMEN	İSTEMEDEN ZORLAR İNSAN.
628	MUHARREM SEKMEN	HAYAT KARŞILIKLI VERİLİR.
629	Lionheart Mind Explosion	wish i could rewind time to these days but then i realise i wouldn't even exist
630	Matthew Hellman	Jimmy & Chuck McGill singing this together at karaoke will forever be a beautiful moment. (Better Call Saul season 4 episode 10 “Winner”)
631	MUHARREM SEKMEN	GERÇEKTE ORTALAMA VARDIR. ORTALAMANIN DİLİ HEP AYNIDIR.
632	Gül Atasya	Acısını hissediyorum, onun yanında ona yazdığı bu şarkıyı söylemek ne zor olmuştur. Anetta hariç hiçbiri kameraya bakamıyor bile. Çok seven tüm kadınların kaderi bu şarkı, ne yazık ki
633	MUHARREM SEKMEN	SÜREÇ BİRDİR. TEK ÇOKLU DUR.
634	MUHARREM SEKMEN	ZAMAN BİLİNMEZ SINIRSIZ AÇIKBİR BOŞLUK.
635	MUHARREM SEKMEN	BİR AŞK TANRISI ARIYOR.
636	MUHARREM SEKMEN	GERÇEKTE ÇATIŞKI VARDIR.
637	MUHARREM SEKMEN	KAPALI BİR BOYUT SÜREKLİLİK GÖSTERMEZ.
638	MUHARREM SEKMEN	TEMAS NOKTASINDA TEMASSIZLIK SONSUZ DERECE VAR DEĞİLDİR.
639	Elen Ivanova	Обожаю эту песню !
640	MUHARREM SEKMEN	GERÇEK TAM NE ÖNEMSEMİYORSUN. ONUN HAKKINDA KONUŞUYORSUN.
641	MUHARREM SEKMEN	GERÇEĞİ HATASIZ VAR BİLİYORSUN. HAYIR SANIYORSUN.
642	MUHARREM SEKMEN	SIFIR AN 'I BÖLÜNEMEZ.
643	Holger Schmidt	Oh Goose bumps Don't know why! At first. New hearing 🤔
644	paul brandano	I can feel the pain and heart ache that is felt in this video. To me this song is similar to Let it Be by the Beatles. The end was near and you could feel it with both bands.
645	Khais Hall	You poor souls 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥here
646	Almblume	the winner i soooooo near ... .thank you for the musik ;))
647	MUHARREM SEKMEN	MERAKETMEYİN. SÜREÇLE HERŞEY BİLİNİR.
648	MUHARREM SEKMEN	ÖZNE BİR TEK BOYUTTUR.
649	Miguel Pazos	una voz inmortal
650	Kennedy Mmaduabuchi	Mom's favorite
651	MUHARREM SEKMEN	SÜREÇ SINIRLARDA YAKIN AKAR.
652	Валентина Кулик	Обожнюю ABBA все своє життя.А теперь і моя донька захоплюється цією музикою. Зараз під час війни слухаю і відроджуюсь, щоб не втратити відчуття життя.
653	Josef Deiner	.......only ABBA can stop the war!!!
654	Keith Wayne	Top 5 favorite all time songs for me...can play it over and over...
655	MUHARREM SEKMEN	BİR TANRIYI ARIYORUM BİR AŞK TANRISI.
656	Zholdybay Kaliakbarov	Тамаша туынды.
657	MUHARREM SEKMEN	GENEL ANLAYIŞLARDAN KAÇINILMALIDIR.
658	MUHARREM SEKMEN	YOKLUK VARLIĞA BİR TAM ZIDLIKDEĞİL. YOKLUK BİR ÇELİŞME DİLİDİR. BİR ÇELİŞME ÇELİŞKİDİR. ÇELİŞKİDEN ÇIKIŞ DOĞRU DİLLE OLUR. BU ÇELİŞMEYEN DİLDİR.
659	Виктор Ткаченко	С любовью из России, лучшие на все времена! Поколение 80х.
660	Elena Abramova	Шикарно
661	MUHARREM SEKMEN	GERÇEK VARDIR.
662	MUHARREM SEKMEN	UZAYDA AÇIKNOKTA BELLİDİR. YÜZEYDE TEMAS NOKTASI.
663	MUHARREM SEKMEN	AŞKTA ANORMALLİK VAR. AŞK NORMAL SANILIR.
664	Revupthosefryers	Back when singers actually possessed incredible talent, and not Auto-Tone amplifiers and reverberations.
665	MUHARREM SEKMEN	BİR TANRI AŞK ARIYOR.
666	MUHARREM SEKMEN	SÜREKLİ AÇIK BİR NOKTA SÜREKLİ BELİRSİZLİK SAÇAR.
667	MUHARREM SEKMEN	ÇOCUKLAR GÜZELDİR
668	MUHARREM SEKMEN	ZAMAN TAM BOŞLUK HATA. ZAMAN TAM BOŞLUKSUZ YAPI.
669	MUHARREM SEKMEN	ŞART ZAMAN ÜSTÜN TANINIR.
670	MUHARREM SEKMEN	BEN İÇE DOĞRU BİR DÜŞÜNCEYİM.
671	MUHARREM SEKMEN	BÜTÜN BUNLAR ÖNEMLİ DEĞİL. ÇOK DAHA ÖNEMLİLER VAR. MESELE MATEMATİKSEL BELİRLENMEZLİK.
672	MUHARREM SEKMEN	RÜYAYA FİLAN KAÇIŞLA. GERÇEKTEN KURTULUŞ BULUNMUYOR.
673	cris nine	MASTERPIECE ...
674	MUHARREM SEKMEN	BEN BİR ŞEYDE EN ÜSTÜNÜM BEN HER ŞEYDE Mİ EN ÜSTÜNÜM.
675	MUHARREM SEKMEN	İNSAN İSTEMEDEN ZORLANIR.
676	MUHARREM SEKMEN	KAPALI YÜZEYDE AÇIKLIK SIFIRDIR. BU AÇIKLIKLA TEMASTIR.
677	MUHARREM SEKMEN	DEĞİŞGEN GERÇEK DEĞİŞGEN GERÇEĞE GÖRE SÜREKLİ DEĞİŞGEN DEĞİŞİR. BU İKAOSTUR. İKAOS BUDUR.
678	Francis Jugo	Beautiful song and band. My father's time i used to like old songs like abba since childhood compared to songs now.
679	MUHARREM SEKMEN	BANA BELİRLİK ACISINI VERDİN. BENİ BELİRLEDİN.
680	Elena Abramova	Super
681	MUHARREM SEKMEN	BEN BİLGİNİN DOĞASINI TAM BİLEMEM.
682	MUHARREM SEKMEN	SEN İÇE DOĞRU SUN. ÖZNE SİN. BİR DÜŞÜNCESİN.
683	MUHARREM SEKMEN	HATALAR DİNİ GELENEKLERDEDİR.
684	MUHARREM SEKMEN	BU YÜZEY MUTLAK YAKINLIK ANLAMIDIR.
685	MUHARREM SEKMEN	HERKES MERKEZDEDİR. MERKEZ BÖLÜNEMEZ.
686	MUHARREM SEKMEN	MADDEDE SINIR BULUNUR. IŞIKTA YARISINIR BULUNUR.
687	Ирина Сорокина	Без ума от этой песни!
688	MUHARREM SEKMEN	ÖZNE İÇİN İMKANSIZ BULUNMAZ.
689	Titi Titi	Très bel chanson
690	MUHARREM SEKMEN	SIFIR SÜRESİ AN SÜRESİDİR.
691	MUHARREM SEKMEN	YÜZEY TAM KAPALI SINIRDIR.
692	Abdillah Abdillah	I Verry love this song ❤️
693	MUHARREM SEKMEN	ZAMAN ÖZGÜR AKAR. ZARURİYET LANETTİR. LANET KENDİNEDİR.
694	MUHARREM SEKMEN	SIFIR AN'I ÇOKLU BİR ŞEYDE DEĞİLDİR.
695	MUHARREM SEKMEN	HAYIR SINIRLAR İÇİNİ SEVDİM. BEN SINIR DIŞINA YANILDIM SEVDİM.
696	Paolo DM	il canto del cigno 🦢
697	beatleman69	I love this song. Bjorn was crazy for leaving Agnetha!! She is such a beautiful woman!
698	MUHARREM SEKMEN	ÖZNE MERKEZİ BİR YAPIDADIR. BUNU BİR GEOMETRİ GİBİ DÜŞÜNMEK HATADIR.
699	MUHARREM SEKMEN	BÜTÜN BUNLAR DEĞİŞİR.
700	MUHARREM SEKMEN	SÜREKLİLİK ANDA ZAMANDA DÜŞÜNÜR.
701	MUHARREM SEKMEN	SONSUZ YAKIN TEMAS BU TAM TEMAS TİR.
702	Bernard Moskalis	Me was 10 when i heared this for the first time and still love it 57 now thank you for the music .
703	MUHARREM SEKMEN	BİR İNSAN ŞEYTANLIĞIN CESARETİNİ NERDEN ALIR BİLMİYORUM.
704	Kaymanth	Dankeschön an euch 4 besonders 2 gefielen mir ! 😊❤️
705	MUHARREM SEKMEN	ÇEVREDEN ALGILANIR. ALGI NOKTASI DEĞİŞİR.
706	MUHARREM SEKMEN	TEMASSIZLIĞIN TAM SON BULDUĞU NOKTA BU SONSUZ YAKIN TEMAS TIR.YÜZEYDEDİR.
707	Leo Astner	My parentes teenyears was the 1980, they were both born 1969. My father is always talking about the wonders of the 80s and what they did. The 80s sounds so romantic and optimistic. Let me know what you think.
708	MUHARREM SEKMEN	SİZ KURAL DİNLERSİNİZ BİLGE KURAL DİNLER. CEHALET HİÇ KURAL DİNLEMEZ.
709	Marcos Aurelio Carvalho Dos Santos	💘💘💘💘💘💘💘💘💘💘
710	MUHARREM SEKMEN	ÇELİŞMEZLİK VARDIR. ÇELİŞME VAR DEĞİLDİR.
711	MUHARREM SEKMEN	MADDE KAPALI BİR BOYUTTA BULUNUR. BİR NOKTANIN SONU SÜREKLİ AÇIKSA O NOKTA VAR OLAMAZ.
712	George Harrison	I am here because Dont Shut Me Down was released a few hours ago. It is incredible really. A reunion this vast and such a long time has passed is unprecedented
713	MUHARREM SEKMEN	ŞEY NESNE YAPISIDIR. BOŞLUK NESNE DEĞİLDİR. BOŞLUK SÜREÇTİR. SÜREÇ ŞEYSİZDİR.
714	MUHARREM SEKMEN	BİRBAŞKA AN ARAYAN HERHANGİ BİR AN. İŞTE BEN BUYUM. BİR ÇOÇUK ARAYAN BİR ÇOCUK.
715	MUHARREM SEKMEN	GERÇEKTE YANILGI ALGIDA YANILGI DIR.
716	MUHARREM SEKMEN	ÇOK ŞEYLERDE KİŞİLİK VARDEĞİLMİDİR.
717	Raile Pinto	Linda música ❤️ algum Brasileiro aqui, da um amei ❤️
718	MUHARREM SEKMEN	BÖLÜNMEZ BOŞLUK SÜREKLİ AÇIKMADDE ÖZELLİĞİ GÖSTERİR. BÖLÜNÜR BOŞLUK SÜREKLİLİK GÖSTERMEZ.
719	MUHARREM SEKMEN	ZAMAN SINIRSIZ AÇIK BİLİNİR BOŞLUK.
720	MUHARREM SEKMEN	IŞIK SÜRECE AÇIK IŞIK BOŞLUĞA AÇIK.
721	MUHARREM SEKMEN	HEP ARA ZANANI HEP ARA İNSANLAR HEP ARARLAR SENDE ARA BELKİ BİRGÜN BULURSUN BELKİ BİRGÜN BULURLAR. BENDE ARIYORUM. ZAMANI BENDE.
722	Lorenna Tenci	A song that when I was 23-32, and even at 39 year I can't hear because of broken 💔heart 💔! After 40th finanly I can listent It without thears!❣️👍👌👍. Brava LOREN!❣️😂😎
723	MUHARREM SEKMEN	AN AN 'A GÖRE BAŞKADIR. AN MEKANDIR MEKAN MADDEDİR. ZAMAN MEKAN DEĞİLDİR. ZAMAN ZAMANA GÖRE BAŞKA DEĞİLDİR.ZAMAN MEKANSIZDIR. AN' DAN AN'A ZAMANDAN GEÇİLİR.
724	MUHARREM SEKMEN	GERÇEKTE BENDE HATA YAPABİLİRİM. GERÇEK HATA SIZI İMKANSIZ KILAR. BİR İNSAN İÇİN.
725	MUHARREM SEKMEN	ÖZNE SIFIR UZAYIDIR.BÖLÜNEMEZ.SIFIR ANIDIR.
726	MUHARREM SEKMEN	HAREKET HIZ DEĞİLDİR.
727	Glenys Sites	PRICELESS 💖
728	MUHARREM SEKMEN	OLMAYAN ÇELİŞKİDİR.
729	MUHARREM SEKMEN	BİR ÇOCUK GİBİYİM. ÇOCUK ALDIRMAZ.
730	MUHARREM SEKMEN	GİGİDE YAKLAŞMA HIZIN ARTIRIYORSUN.
731	MUHARREM SEKMEN	İHTİMALLİ DÜŞÜNMEN GEREKİR.
732	leo aldi	I loved, when Chuck and Jimmy started singing this, in „Better Call Saul“. Loving Brothers, sweet times :) (S4 Ep10)
733	Carlos Santos	Pedro Fernández lo cantó en Versión Español
734	MUHARREM SEKMEN	ÖZNE NESNENİN DIŞINA ÇIKABİLİR.
735	Tien Duong	Somewhere in the universe, there is a plannet, and there are some creatures of god!
736	MUHARREM SEKMEN	GERÇEKTE ACIMIYORSUNUZ. KENDİ ADINA ACIYORSUNUZ.
737	Владимир Мягков	Прелесть!!!
738	MUHARREM SEKMEN	HER İDDACI GERÇEKTE HATA İŞLER.
739	MUHARREM SEKMEN	BELİRSİZLİK BİLİNMEZ BİLİYORSUN.
740	MUHARREM SEKMEN	AÇIK NOKTA UZAYI HEP KAPALI OLMAYAN NOKTADIR.
741	MUHARREM SEKMEN	ÖZETLE UZAYLA MADDENİN TEMASI HİÇ BULUNMUYOR HİÇBİR DURUMDA. SIFIRA YAKLAŞIM. TAMOLAMAZ.
742	Pablo Schiavonni	Que lindo, Brazil 2022,
743	MUHARREM SEKMEN	SEN GERÇEK SEVGİYİ ARIYORSUN.
744	MUHARREM SEKMEN	ZAMAN BOŞLUKTUR.
745	MUHARREM SEKMEN	ORTAK MANTIK ORTAK GERÇEKTİR.
746	MUHARREM SEKMEN	HAREKET ZAMAN SIZLIK BELİRTİR. BU AN SIZLIKTIR DA.
747	Joseph LeBlanc	She is so beautiful and such a beautiful song.
748	MUHARREM SEKMEN	HAYATTA ORTA BULUNUR.
749	MUHARREM SEKMEN	GERÇEKTEN YAKLAŞMAK İSTİYORSUN.
750	MUHARREM SEKMEN	SES BOŞLUKTA İLERLER.
751	MUHARREM SEKMEN	İKİ NOKTA SONSUZ UZAKTAYSA BİRBİRİNE GÖRE YOKTUR.
752	Александр Давидюк	Красивая песня
753	MUHARREM SEKMEN	SIFIRDAN BİR BAŞLANGIÇ SIFIRDAN BİR SONLA OLUR. YAKLAŞMA SAĞDAN VE SOLDAN. TAM OLMADIĞINDAN. SIFIRDAN BAŞLANGIÇ VE SON OLAMAZ. SIFIRDAN YAKLAŞIM SON BULDUĞUNDA SIFIRDAN BAŞLANGIÇ TAM OLABİLİR.
754	MUHARREM SEKMEN	BENİ KURTULUŞ GÖREBİLİRSİNDE SEVGİDE İHTİMAL VARDIR.
755	MUHARREM SEKMEN	BEN KIRSALDAN BİR ÇOCUĞUM. BENİ HERŞEYİMLE SEVMENİ BEKLERİM.
756	MUHARREM SEKMEN	ZAMAN SIZLIK MADDE SÜRECİ. MADDE SÜRECİ DAHA AZ DEĞİŞGEN.
757	Jan Liefers	What a beautyfull woman and what a voice the best group of the world
758	MUHARREM SEKMEN	BİLGİ İNSANDA BULUNUYOR. .
759	MUHARREM SEKMEN	SAYILARA AŞIĞIM.
760	MUHARREM SEKMEN	SIFIR UZAR KISALIR SIFIR BİR SABİT SAYI DEĞİLDİR.
761	MUHARREM SEKMEN	İNSAN FARKLI GERÇEKTİR. BEN İNSANIM. BAŞKALARIDA İNSAN.
762	NeoGemini	Beautiful Agnetha, sweet Frida. This song deeply touches my heart everytime.
763	MUHARREM SEKMEN	HAYIR ARZULARINDAN SÖYLENİYORSUN. HİÇARZUSUZ SÖYLENMİYORSUN.
764	MUHARREM SEKMEN	DEĞİŞEN AÇIK VE KAPALI NOKTA DURUMLARI BELİRİR.
765	MUHARREM SEKMEN	BENİ BU HALE BİLİNİR DURUMLARI GETİRİYOR.
766	MUHARREM SEKMEN	BEN SINIR BİÇMEDİM. SINIRDIŞINI SEVDİM.
767	Joseph LeBlanc	Best song from a beautiful woman.
768	MUHARREM SEKMEN	GERÇEK ÇOK NORMALDİR. BU YETMEZ ONDA NORMALDIŞI BİRŞEY ARANIR. İŞTE BU DÜŞÜNCEDİR.
769	루 슬 란	В детстве был катушечный магнитфон и ас100 . Крутил соседям до вечера.
770	MUHARREM SEKMEN	DİNİ GELENEKLER MANTIKLI DÜŞÜNMEYİP MANTIKLI KONUŞURLAR.
771	MUHARREM SEKMEN	BİR PLAN AYNI ŞEY DEĞİL.
772	twerk@work	THE BEST BREAKUP ANTHEM OF ALL TIME WHO'S WITH me
773	MUHARREM SEKMEN	ÖZNEYE TAPINMAKTAN BAŞKA ÇARE BULUNMUYOR.
774	MUHARREM SEKMEN	İŞTE BEN BUYUM. HERHANGİ BİR AN.
775	MUHARREM SEKMEN	KONUŞMALARDA HATALAR OLABİLİR HATALAR OLMAYABİLİR. DURUM DURUMA GÖREDİR.
776	stej enli	Респект ШВЕДАМ.
777	MUHARREM SEKMEN	SANA BELİRSİZLİĞİ BEN VERİYORUM.
778	MUHARREM SEKMEN	BOŞLUKTA SÜREÇ DEĞİŞGEN AKAR.
779	MUHARREM SEKMEN	ACYA İNTİKAM ALINMIYACAK. ERKEK ACIVERİR.
780	Владимир Владимиров	🇷🇺❤️🎼
781	john mccoy	I don't have much time left on this earth, her song like a new life to me
782	MUHARREM SEKMEN	BOŞLUKTA ZAMANSIZLIK BULUNUR.
783	MUHARREM SEKMEN	BİLGİ SOMUTTUR. IŞIKLAN GELİR.
784	MUHARREM SEKMEN	BİR ERKEK MANTIK ARAR. KULAKLARIYLA DUYSA İNANMAZ GÖRSE.BİR ERKEK AŞK BULUNMAZ. BİR ERKEK OLUR BELKİ BİR ÇOCUK.
785	MUHARREM SEKMEN	ALGI OLDUĞU GİBİ.
786	Sylvie Rau	Elle est magnifique cette chanson et triste également , mais très bien interprétée
787	MUHARREM SEKMEN	SÜREÇ DEĞİŞGEN DİR SÜREÇ ÖZNE DİR. ÖZNE İLİŞKİLENDİRİLMEZ.
788	Liya Zavorotnaya	Translate this text, please 💕
789	MUHARREM SEKMEN	SİZ BENİ BİLEMEZSİNİZ. SİZ BANA BİLİNDİĞİNİZDE BEN SİZİ BİLİRİM.
790	MUHARREM SEKMEN	AYNILIK NOKTASINDA FARKLILIK YOKTUR.
791	шымыр дулат	Как будто ангел поёт. Мне кажется.
792	MUHARREM SEKMEN	BEN SADECE BANA BİLİNENİ BİLİYORUM BANA BİLİNMEYENİ BİLMİYORUM.
793	Antonio Prof	wow
794	MUHARREM SEKMEN	IŞIK UZAYDA BİLİNİYOR.
795	BadBoy	42년이 지난 지금도 명곡 !!!
796	MUHARREM SEKMEN	SES SNIRLI KELİME SINIRLI CÜMLE SINIRLI. BEN SINIRLIYIM. BEN SINIRLI BİLİYORUM.
797	MUHARREM SEKMEN	SONSUZ DERECE YAKIN NOKTA SONSUZ DERECE UZAK DEĞİLDİR.
798	MUHARREM SEKMEN	SOMUT YÜZEYSELDEN DERİN OLUR.
799	MUHARREM SEKMEN	HIZ ZAMAN AN BELİRTİR. NESNE BELİRTİR.
800	Corona Kick	This is the song for Agnetha above and apart from the group and she hits a God Damn Home Run.
801	MUHARREM SEKMEN	İNSAN BÖYLEDİR. BOĞAZDAN OLUNCA GÖZÜ BİR ŞEY GÖRMEZ. BEN HEP YİYİYORUM.
